Optimization,m,M,i,D,Sens,PPV,PocNum_Mean,PocNum_Max
2,3.4,5.4,35,2,0.615,1,0.615,1
2,3.4,5.2,25,2.4,0.615,0.889,0.692,1
2,3.2,5.4,40,1.6,0.615,0.889,0.692,2
2,3.2,5.2,35,1.8,0.615,0.8,0.769,2
2,3.4,5.8,40,1.6,0.615,0.8,0.769,2
2,3.2,5.2,35,2,0.615,0.727,0.846,2
2,3.2,5.4,35,1.6,0.615,0.727,0.846,2
2,3.4,5.8,35,1.6,0.615,0.727,0.846,2
2,3,5,40,2,0.615,0.667,0.923,2
2,3.2,5.2,30,1.8,0.615,0.667,0.923,2
2,3,5,35,2,0.615,0.615,1,2
2,3,5,40,2.2,0.615,0.615,1,2
2,3,5,40,2.4,0.615,0.615,1,2
2,3,5,30,2,0.615,0.571,1.08,2
2,3,5,30,2.2,0.615,0.571,1.08,2
2,3,5,30,2.4,0.615,0.571,1.08,2
2,3,5,35,2.2,0.615,0.571,1.08,2
2,3,5,35,2.4,0.615,0.571,1.08,2
2,3.2,5.2,30,2,0.615,0.571,1.08,2
2,3.2,5.2,35,2.4,0.615,0.571,1.08,2
2,2.8,5,40,2,0.615,0.533,1.15,2
2,3.2,5.2,30,2.4,0.615,0.5,1.23,2
2,2.8,5,35,2,0.615,0.471,1.31,2
2,2.8,5,40,2.2,0.615,0.471,1.31,3
2,2.8,5,35,2.2,0.615,0.421,1.46,3
2,2.8,5,40,2.4,0.615,0.4,1.54,5
2,2.8,5,30,2.2,0.615,0.348,1.77,4
2,2.8,5,30,2,0.615,0.333,1.85,4
2,2.8,5,35,2.4,0.615,0.333,1.85,5
2,2.8,5,30,2.4,0.615,0.32,1.92,5
2,3.2,5,20,1.6,0.6,0.818,0.846,3
2,3.2,5.2,30,1.6,0.6,0.75,0.923,3
2,3.2,5,25,1.6,0.571,0.889,0.692,2
2,3.2,5.2,40,2.2,0.571,0.889,0.692,2
2,3,5,30,1.6,0.571,0.8,0.769,2
2,3.2,5.2,40,1.8,0.538,1,0.538,1
2,3.4,5.2,25,1.6,0.538,1,0.538,1
2,3.4,5.6,35,1.6,0.538,1,0.538,1
2,3.2,5.2,35,1.6,0.538,0.875,0.615,1
2,3.2,5.2,40,2,0.538,0.875,0.615,1
2,3,5,35,1.6,0.538,0.875,0.615,2
2,3,5,40,1.6,0.538,0.875,0.615,2
2,3.4,5.4,40,2.4,0.538,0.875,0.615,2
2,3.2,5.2,40,2.4,0.538,0.778,0.692,1
2,3,5,40,1.8,0.538,0.778,0.692,2
2,3.2,5,25,1.8,0.538,0.778,0.692,2
2,3.2,5,30,2.4,0.538,0.778,0.692,2
2,3,5,35,1.8,0.538,0.7,0.769,2
2,3.2,5,25,2,0.538,0.7,0.769,2
2,3.2,5,25,2.2,0.538,0.7,0.769,2
2,3,5,30,1.8,0.538,0.636,0.846,2
2,3.2,5,25,2.4,0.538,0.636,0.846,2
2,3.2,5,20,1.8,0.538,0.583,0.923,2
2,3.2,5,20,2,0.538,0.538,1,2
2,3.2,5,20,2.2,0.538,0.538,1,2
2,3.2,5,20,2.4,0.538,0.467,1.15,3
2,3.2,5,30,1.6,0.462,1,0.462,1
2,3.2,5.2,40,1.6,0.462,1,0.462,1
2,3.4,5.2,30,1.8,0.462,1,0.462,1
2,3.4,5.2,30,2,0.462,1,0.462,1
2,3.4,5.2,30,2.2,0.462,1,0.462,1
2,3.4,5.2,30,2.4,0.462,1,0.462,1
2,3.4,5.2,35,2.4,0.462,1,0.462,1
2,3.4,5.4,30,1.6,0.462,1,0.462,1
2,3.4,5.4,35,1.6,0.462,1,0.462,1
2,3.4,5.4,40,1.6,0.462,1,0.462,1
2,3.4,5.4,40,1.8,0.462,1,0.462,1
2,3.4,5.4,40,2,0.462,1,0.462,1
2,3.4,5.6,40,1.6,0.462,1,0.462,1
2,3.2,5,30,1.8,0.462,0.857,0.538,1
2,3.2,5,30,2,0.462,0.857,0.538,1
2,3.4,5.4,40,2.2,0.462,0.857,0.538,2
2,3.2,5,30,2.2,0.462,0.75,0.615,2
2,3.4,5.2,30,1.6,0.385,1,0.385,1
2,3.4,5.2,35,1.6,0.385,1,0.385,1
2,3.4,5.2,35,1.8,0.385,1,0.385,1
2,3.4,5.2,35,2,0.385,1,0.385,1
2,3.4,5.2,35,2.2,0.385,1,0.385,1
2,3.2,5,35,2.4,0.385,0.833,0.462,1
2,3.2,5,40,2.4,0.385,0.833,0.462,1
2,3.2,5,35,1.6,0.308,1,0.308,1
2,3.2,5,35,1.8,0.308,1,0.308,1
2,3.2,5,35,2,0.308,1,0.308,1
2,3.2,5,35,2.2,0.308,1,0.308,1
2,3.2,5,40,1.8,0.308,1,0.308,1
2,3.2,5,40,2,0.308,1,0.308,1
2,3.2,5,40,2.2,0.308,1,0.308,1
2,3.4,5,20,1.6,0.308,1,0.308,1
2,3.4,5,20,1.8,0.308,1,0.308,1
2,3.4,5,20,2,0.308,1,0.308,1
2,3.4,5,20,2.2,0.308,1,0.308,1
2,3.4,5,20,2.4,0.308,1,0.308,1
2,3.4,5.2,40,2.2,0.308,1,0.308,1
2,3.4,5.2,40,2.4,0.308,1,0.308,1
2,3.2,5,40,1.6,0.231,1,0.231,1
2,3.4,5,25,1.8,0.231,1,0.231,1
2,3.4,5,25,2,0.231,1,0.231,1
2,3.4,5,25,2.2,0.231,1,0.231,1
2,3.4,5,25,2.4,0.231,1,0.231,1
2,3.4,5.2,40,1.8,0.231,1,0.231,1
2,3.4,5.2,40,2,0.231,1,0.231,1
2,3.4,5,25,1.6,0.154,1,0.154,1
2,3.4,5.2,40,1.6,0.154,1,0.154,1
2,3.4,5,30,1.8,0.0769,1,0.0769,1
2,3.4,5,30,2,0.0769,1,0.0769,1
2,3.4,5,30,2.2,0.0769,1,0.0769,1
2,3.4,5,30,2.4,0.0769,1,0.0769,1
2,3.4,5,35,1.8,0.0769,1,0.0769,1
2,3.4,5,35,2,0.0769,1,0.0769,1
2,3.4,5,35,2.2,0.0769,1,0.0769,1
2,3.4,5,35,2.4,0.0769,1,0.0769,1
2,3.4,5,40,2.4,0.0769,1,0.0769,1
3,3,5.6,40,1.65,1,0.778,1.38,2
3,3,5.6,40,1.7,1,0.778,1.38,2
3,3,5.7,44,1.65,1,0.778,1.38,2
3,3,5.7,44,1.7,1,0.778,1.38,2
3,3.1,5.5,36,1.65,1,0.737,1.46,2
3,3.1,5.5,36,1.7,1,0.737,1.46,2
3,3.1,5.6,38,1.65,1,0.737,1.46,3
3,3.1,5.6,38,1.7,1,0.737,1.46,3
3,3,5.5,36,1.65,1,0.7,1.54,2
3,3,5.7,42,1.65,1,0.7,1.54,3
3,3,5.7,42,1.7,1,0.7,1.54,3
3,3.1,5.6,36,1.65,1,0.7,1.54,3
3,3.1,5.6,36,1.7,1,0.7,1.54,3
3,3,5.5,36,1.7,1,0.667,1.62,3
3,3,5.6,36,1.65,1,0.667,1.62,3
3,3,5.6,38,1.65,1,0.667,1.62,3
3,3,5.7,40,1.65,1,0.667,1.62,3
3,3.1,5.7,36,1.65,1,0.667,1.62,3
3,3.1,5.7,36,1.7,1,0.667,1.62,3
3,3.1,5.7,38,1.65,1,0.667,1.62,3
3,3.1,5.7,38,1.7,1,0.667,1.62,3
3,2.9,5.6,42,1.65,1,0.636,1.69,3
3,2.9,5.6,42,1.7,1,0.636,1.69,3
3,3,5.6,38,1.7,1,0.636,1.69,3
3,3,5.7,40,1.7,1,0.636,1.69,3
3,3,5.8,44,1.65,1,0.636,1.69,3
3,3,5.8,44,1.7,1,0.636,1.69,3
3,3.1,5.8,36,1.65,1,0.636,1.69,4
3,3.1,5.8,38,1.65,1,0.636,1.69,4
3,2.8,5.5,42,1.65,1,0.609,1.77,3
3,2.9,5.7,44,1.65,1,0.609,1.77,3
3,2.9,5.7,44,1.7,1,0.609,1.77,3
3,3,5.7,38,1.65,1,0.609,1.77,3
3,3,5.8,42,1.65,1,0.609,1.77,4
3,3,5.8,42,1.7,1,0.609,1.77,4
3,3.1,5.8,36,1.7,1,0.609,1.77,4
3,3.1,5.8,38,1.7,1,0.609,1.77,4
3,2.9,5.6,40,1.65,1,0.583,1.85,3
3,3,5.7,36,1.65,1,0.583,1.85,3
3,3,5.7,38,1.7,1,0.583,1.85,3
3,2.8,5.5,38,1.65,1,0.583,1.85,4
3,2.8,5.5,38,1.7,1,0.583,1.85,4
3,2.8,5.5,40,1.65,1,0.583,1.85,4
3,2.8,5.5,40,1.7,1,0.583,1.85,4
3,2.8,5.5,42,1.7,1,0.583,1.85,4
3,2.8,5.6,44,1.65,1,0.583,1.85,4
3,2.9,5.5,38,1.65,1,0.583,1.85,4
3,2.9,5.5,38,1.7,1,0.583,1.85,4
3,3,5.6,36,1.7,1,0.583,1.85,4
3,3,5.8,38,1.65,1,0.583,1.85,4
3,3,5.8,40,1.65,1,0.583,1.85,4
3,3,5.8,40,1.7,1,0.583,1.85,4
3,2.8,5.7,38,1.6,1,0.577,2,5
3,2.9,5.5,36,1.6,1,0.56,1.92,3
3,2.9,5.7,42,1.65,1,0.56,1.92,3
3,2.8,5.6,42,1.65,1,0.56,1.92,4
3,2.9,5.6,40,1.7,1,0.56,1.92,4
3,3,5.8,36,1.65,1,0.56,1.92,4
3,3,5.8,38,1.7,1,0.56,1.92,4
3,2.8,5.6,44,1.7,1,0.56,1.92,5
3,2.9,5.7,40,1.65,1,0.538,2,3
3,2.9,5.7,42,1.7,1,0.538,2,3
3,2.8,5.7,44,1.65,1,0.538,2,4
3,2.9,5.6,36,1.6,1,0.538,2,4
3,3,5.7,36,1.7,1,0.538,2,4
3,2.8,5.6,42,1.7,1,0.538,2,5
3,2.9,5.6,38,1.65,1,0.538,2,5
3,2.8,5.7,42,1.65,1,0.519,2.08,4
3,2.9,5.5,36,1.65,1,0.519,2.08,4
3,2.9,5.5,36,1.7,1,0.519,2.08,4
3,2.9,5.7,40,1.7,1,0.519,2.08,4
3,2.9,5.8,40,1.65,1,0.519,2.08,4
3,2.9,5.8,42,1.65,1,0.519,2.08,4
3,2.9,5.8,44,1.65,1,0.519,2.08,4
3,2.9,5.8,44,1.7,1,0.519,2.08,4
3,3,5.8,36,1.7,1,0.519,2.08,4
3,2.8,5.6,38,1.65,1,0.519,2.08,5
3,2.8,5.6,40,1.65,1,0.519,2.08,5
3,2.8,5.7,44,1.7,1,0.519,2.08,5
3,2.9,5.6,38,1.7,1,0.519,2.08,5
3,2.9,5.7,36,1.6,1,0.517,2.23,5
3,2.8,5.7,38,1.65,1,0.517,2.23,6
3,2.8,5.7,38,1.7,1,0.517,2.23,6
3,2.8,5.5,36,1.6,1,0.5,2.15,4
3,2.8,5.8,44,1.65,1,0.5,2.15,4
3,2.9,5.8,40,1.7,1,0.5,2.15,4
3,2.9,5.8,42,1.7,1,0.5,2.15,4
3,2.8,5.6,38,1.7,1,0.5,2.15,5
3,2.8,5.6,40,1.7,1,0.5,2.15,5
3,2.8,5.7,40,1.65,1,0.5,2.15,5
3,2.8,5.7,40,1.7,1,0.5,2.15,5
3,2.8,5.7,42,1.7,1,0.5,2.15,5
3,2.8,5.8,38,1.6,1,0.5,2.15,5
3,2.9,5.7,38,1.65,1,0.5,2.15,5
3,2.9,5.7,38,1.7,1,0.5,2.15,5
3,2.8,5.6,36,1.6,1,0.484,2.38,6
3,2.8,5.5,36,1.65,1,0.483,2.23,4
3,2.8,5.5,36,1.7,1,0.483,2.23,4
3,2.8,5.8,40,1.65,1,0.483,2.23,5
3,2.8,5.8,40,1.7,1,0.483,2.23,5
3,2.8,5.8,42,1.65,1,0.483,2.23,5
3,2.8,5.8,42,1.7,1,0.483,2.23,5
3,2.8,5.8,44,1.7,1,0.483,2.23,5
3,2.9,5.6,36,1.65,1,0.483,2.23,5
3,2.9,5.8,38,1.65,1,0.483,2.23,5
3,2.9,5.8,38,1.7,1,0.483,2.23,5
3,2.8,5.6,36,1.65,1,0.469,2.46,6
3,2.9,5.7,36,1.65,1,0.469,2.46,6
3,2.9,5.7,36,1.7,1,0.469,2.46,6
3,2.9,5.6,36,1.7,1,0.467,2.31,5
3,2.8,5.6,36,1.7,1,0.455,2.54,6
3,2.8,5.7,36,1.6,1,0.455,2.54,6
3,2.8,5.8,38,1.65,1,0.452,2.38,5
3,2.8,5.8,38,1.7,1,0.452,2.38,5
3,2.9,5.8,36,1.6,1,0.452,2.38,5
3,2.8,5.7,36,1.65,1,0.441,2.62,6
3,2.9,5.8,36,1.65,1,0.438,2.46,5
3,2.9,5.8,36,1.7,1,0.438,2.46,5
3,2.8,5.7,36,1.7,1,0.429,2.69,6
3,2.8,5.8,36,1.6,1,0.424,2.54,5
3,2.8,5.8,36,1.65,1,0.424,2.54,5
3,2.8,5.8,36,1.7,1,0.4,2.69,5
3,2.8,5.7,38,1.5,0.933,0.636,1.69,4
3,2.9,5.7,36,1.5,0.933,0.583,1.85,4
3,2.8,5.7,38,1.55,0.933,0.583,1.85,5
3,2.8,5.7,36,1.5,0.933,0.56,1.92,4
3,2.9,5.7,36,1.55,0.933,0.538,2,5
3,2.8,5.6,36,1.55,0.933,0.519,2.08,5
3,2.8,5.7,36,1.55,0.933,0.5,2.15,5
3,3,5.6,40,1.55,0.929,0.765,1.31,2
3,3,5.6,40,1.6,0.929,0.765,1.31,2
3,3,5.6,42,1.65,0.929,0.765,1.31,2
3,3,5.6,42,1.7,0.929,0.765,1.31,2
3,3,5.6,44,1.65,0.929,0.765,1.31,2
3,3,5.6,44,1.7,0.929,0.765,1.31,2
3,3,5.7,42,1.5,0.929,0.765,1.31,2
3,3,5.7,44,1.5,0.929,0.765,1.31,2
3,3,5.7,44,1.55,0.929,0.765,1.31,2
3,3,5.7,44,1.6,0.929,0.765,1.31,2
3,3.1,5.5,38,1.65,0.929,0.765,1.31,2
3,3.1,5.5,38,1.7,0.929,0.765,1.31,2
3,3.1,5.6,40,1.65,0.929,0.765,1.31,2
3,3.1,5.6,40,1.7,0.929,0.765,1.31,2
3,2.9,5.6,42,1.55,0.929,0.722,1.38,2
3,2.9,5.7,44,1.5,0.929,0.722,1.38,2
3,3,5.5,36,1.6,0.929,0.722,1.38,2
3,3,5.8,44,1.5,0.929,0.722,1.38,2
3,3.1,5.5,36,1.6,0.929,0.722,1.38,2
3,3,5.6,36,1.55,0.929,0.722,1.38,3
3,3,5.6,38,1.55,0.929,0.722,1.38,3
3,3,5.7,40,1.5,0.929,0.722,1.38,3
3,3,5.7,42,1.55,0.929,0.722,1.38,3
3,3,5.7,42,1.6,0.929,0.722,1.38,3
3,3.1,5.6,36,1.55,0.929,0.722,1.38,3
3,3.1,5.6,38,1.55,0.929,0.722,1.38,3
3,3.1,5.6,38,1.6,0.929,0.722,1.38,3
3,3.1,5.7,38,1.5,0.929,0.722,1.38,3
3,3.1,5.7,42,1.65,0.929,0.722,1.38,3
3,3.1,5.7,42,1.7,0.929,0.722,1.38,3
3,2.9,5.6,42,1.6,0.929,0.684,1.46,2
3,3,5.5,38,1.65,0.929,0.684,1.46,2
3,3,5.5,38,1.7,0.929,0.684,1.46,2
3,2.9,5.7,42,1.5,0.929,0.684,1.46,3
3,2.9,5.7,44,1.55,0.929,0.684,1.46,3
3,3,5.6,36,1.6,0.929,0.684,1.46,3
3,3,5.6,38,1.6,0.929,0.684,1.46,3
3,3,5.7,38,1.5,0.929,0.684,1.46,3
3,3.1,5.6,36,1.6,0.929,0.684,1.46,3
3,3.1,5.7,36,1.5,0.929,0.684,1.46,3
3,2.9,5.6,40,1.55,0.929,0.65,1.54,3
3,2.9,5.6,44,1.65,0.929,0.65,1.54,3
3,2.9,5.6,44,1.7,0.929,0.65,1.54,3
3,2.9,5.7,40,1.5,0.929,0.65,1.54,3
3,2.9,5.7,44,1.6,0.929,0.65,1.54,3
3,2.9,5.8,44,1.5,0.929,0.65,1.54,3
3,3,5.7,36,1.5,0.929,0.65,1.54,3
3,3,5.7,38,1.55,0.929,0.65,1.54,3
3,3,5.7,40,1.55,0.929,0.65,1.54,3
3,3,5.7,40,1.6,0.929,0.65,1.54,3
3,3,5.8,44,1.55,0.929,0.65,1.54,3
3,3.1,5.7,36,1.55,0.929,0.65,1.54,3
3,3.1,5.7,36,1.6,0.929,0.65,1.54,3
3,3.1,5.7,38,1.55,0.929,0.65,1.54,3
3,3.1,5.7,38,1.6,0.929,0.65,1.54,3
3,3.1,5.7,40,1.65,0.929,0.65,1.54,3
3,3.1,5.7,40,1.7,0.929,0.65,1.54,3
3,3,5.8,38,1.5,0.929,0.65,1.54,4
3,3,5.8,40,1.5,0.929,0.65,1.54,4
3,3,5.8,42,1.5,0.929,0.65,1.54,4
3,3.1,5.8,36,1.5,0.929,0.65,1.54,4
3,3.1,5.8,38,1.5,0.929,0.65,1.54,4
3,2.8,5.5,38,1.6,0.929,0.619,1.62,3
3,2.8,5.5,40,1.6,0.929,0.619,1.62,3
3,2.8,5.5,42,1.6,0.929,0.619,1.62,3
3,2.8,5.7,40,1.5,0.929,0.619,1.62,3
3,2.8,5.7,42,1.5,0.929,0.619,1.62,3
3,2.8,5.7,44,1.5,0.929,0.619,1.62,3
3,2.9,5.5,38,1.6,0.929,0.619,1.62,3
3,2.9,5.5,40,1.65,0.929,0.619,1.62,3
3,2.9,5.6,40,1.6,0.929,0.619,1.62,3
3,2.9,5.7,38,1.5,0.929,0.619,1.62,3
3,2.9,5.7,42,1.55,0.929,0.619,1.62,3
3,3,5.7,36,1.55,0.929,0.619,1.62,3
3,3,5.7,38,1.6,0.929,0.619,1.62,3
3,3,5.8,44,1.6,0.929,0.619,1.62,3
3,2.8,5.6,42,1.55,0.929,0.619,1.62,4
3,2.8,5.6,44,1.55,0.929,0.619,1.62,4
3,2.9,5.6,38,1.55,0.929,0.619,1.62,4
3,2.9,5.8,40,1.5,0.929,0.619,1.62,4
3,2.9,5.8,42,1.5,0.929,0.619,1.62,4
3,3,5.8,36,1.5,0.929,0.619,1.62,4
3,3,5.8,38,1.55,0.929,0.619,1.62,4
3,3,5.8,40,1.55,0.929,0.619,1.62,4
3,3,5.8,42,1.55,0.929,0.619,1.62,4
3,3.1,5.8,36,1.55,0.929,0.619,1.62,4
3,3.1,5.8,36,1.6,0.929,0.619,1.62,4
3,3.1,5.8,38,1.55,0.929,0.619,1.62,4
3,3.1,5.8,38,1.6,0.929,0.619,1.62,4
3,3.1,5.8,40,1.65,0.929,0.619,1.62,4
3,3.1,5.8,42,1.65,0.929,0.619,1.62,4
3,2.8,5.5,44,1.65,0.929,0.591,1.69,3
3,2.9,5.5,40,1.7,0.929,0.591,1.69,3
3,2.9,5.7,40,1.55,0.929,0.591,1.69,3
3,2.9,5.7,42,1.6,0.929,0.591,1.69,3
3,3,5.7,36,1.6,0.929,0.591,1.69,3
3,2.8,5.6,40,1.55,0.929,0.591,1.69,4
3,2.8,5.6,42,1.6,0.929,0.591,1.69,4
3,2.8,5.6,44,1.6,0.929,0.591,1.69,4
3,2.8,5.8,42,1.5,0.929,0.591,1.69,4
3,2.8,5.8,44,1.5,0.929,0.591,1.69,4
3,2.9,5.6,38,1.6,0.929,0.591,1.69,4
3,2.9,5.8,38,1.5,0.929,0.591,1.69,4
3,2.9,5.8,42,1.55,0.929,0.591,1.69,4
3,2.9,5.8,44,1.55,0.929,0.591,1.69,4
3,3,5.8,36,1.55,0.929,0.591,1.69,4
3,3,5.8,38,1.6,0.929,0.591,1.69,4
3,3,5.8,40,1.6,0.929,0.591,1.69,4
3,3,5.8,42,1.6,0.929,0.591,1.69,4
3,3.1,5.8,40,1.7,0.929,0.591,1.69,4
3,3.1,5.8,42,1.7,0.929,0.591,1.69,4
3,2.9,5.7,40,1.6,0.929,0.565,1.77,3
3,2.8,5.5,44,1.7,0.929,0.565,1.77,4
3,2.8,5.6,38,1.55,0.929,0.565,1.77,4
3,2.8,5.6,38,1.6,0.929,0.565,1.77,4
3,2.8,5.6,40,1.6,0.929,0.565,1.77,4
3,2.8,5.7,40,1.55,0.929,0.565,1.77,4
3,2.8,5.7,42,1.55,0.929,0.565,1.77,4
3,2.8,5.7,44,1.55,0.929,0.565,1.77,4
3,2.8,5.8,40,1.5,0.929,0.565,1.77,4
3,2.9,5.6,36,1.55,0.929,0.565,1.77,4
3,2.9,5.7,38,1.55,0.929,0.565,1.77,4
3,2.9,5.8,40,1.55,0.929,0.565,1.77,4
3,3,5.8,36,1.6,0.929,0.565,1.77,4
3,2.8,5.7,40,1.6,0.929,0.542,1.85,4
3,2.8,5.7,42,1.6,0.929,0.542,1.85,4
3,2.8,5.7,44,1.6,0.929,0.542,1.85,4
3,2.8,5.8,38,1.5,0.929,0.542,1.85,4
3,2.8,5.8,42,1.55,0.929,0.542,1.85,4
3,2.8,5.8,44,1.55,0.929,0.542,1.85,4
3,2.9,5.7,38,1.6,0.929,0.542,1.85,4
3,2.9,5.8,38,1.55,0.929,0.542,1.85,4
3,2.9,5.8,40,1.6,0.929,0.542,1.85,4
3,2.9,5.8,42,1.6,0.929,0.542,1.85,4
3,2.9,5.8,44,1.6,0.929,0.542,1.85,4
3,2.8,5.4,36,1.6,0.929,0.52,1.92,3
3,2.8,5.4,36,1.7,0.929,0.52,1.92,4
3,2.8,5.8,40,1.55,0.929,0.52,1.92,4
3,2.8,5.8,40,1.6,0.929,0.52,1.92,4
3,2.8,5.8,42,1.6,0.929,0.52,1.92,4
3,2.8,5.8,44,1.6,0.929,0.52,1.92,4
3,2.9,5.8,38,1.6,0.929,0.52,1.92,4
3,2.8,5.4,36,1.65,0.929,0.5,2,4
3,2.8,5.8,36,1.5,0.929,0.5,2,4
3,2.9,5.8,36,1.5,0.929,0.5,2,4
3,2.8,5.8,38,1.55,0.929,0.481,2.08,5
3,2.9,5.8,36,1.55,0.929,0.464,2.15,4
3,2.8,5.8,36,1.55,0.929,0.448,2.23,5
3,3,5.4,40,1.7,0.923,0.8,1.15,2
3,2.9,5.4,44,1.7,0.923,0.75,1.23,2
3,3,5.5,40,1.65,0.923,0.75,1.23,2
3,3,5.5,40,1.7,0.923,0.75,1.23,2
3,3,5.5,42,1.65,0.923,0.75,1.23,2
3,3,5.5,42,1.7,0.923,0.75,1.23,2
3,3.1,5.4,36,1.7,0.923,0.75,1.23,2
3,3,5.4,38,1.7,0.923,0.706,1.31,2
3,2.9,5.5,44,1.65,0.923,0.667,1.38,2
3,2.9,5.5,44,1.7,0.923,0.667,1.38,2
3,3,5.4,36,1.7,0.923,0.667,1.38,2
3,2.9,5.4,42,1.7,0.923,0.667,1.38,3
3,2.9,5.4,40,1.7,0.923,0.632,1.46,3
3,2.9,5.5,42,1.65,0.923,0.632,1.46,3
3,2.9,5.5,42,1.7,0.923,0.632,1.46,3
3,2.8,5.4,44,1.7,0.923,0.6,1.54,3
3,2.8,5.4,42,1.7,0.923,0.571,1.62,3
3,2.9,5.4,36,1.6,0.923,0.571,1.62,3
3,2.9,5.4,38,1.7,0.923,0.571,1.62,3
3,2.8,5.4,38,1.7,0.923,0.545,1.69,4
3,2.8,5.4,40,1.7,0.923,0.545,1.69,4
3,2.9,5.4,36,1.65,0.923,0.522,1.77,3
3,2.9,5.4,36,1.7,0.923,0.522,1.77,4
3,2.8,5.6,36,1.5,0.867,0.542,1.85,4
3,3.2,5.6,40,1.65,0.857,0.857,1.08,2
3,3.2,5.6,40,1.7,0.857,0.857,1.08,2
3,3.1,5.7,44,1.65,0.857,0.8,1.15,2
3,3.1,5.7,44,1.7,0.857,0.8,1.15,2
3,3.2,5.6,38,1.65,0.857,0.8,1.15,2
3,3.2,5.6,38,1.7,0.857,0.8,1.15,2
3,3.2,5.7,42,1.65,0.857,0.8,1.15,2
3,3.2,5.7,42,1.7,0.857,0.8,1.15,2
3,3,5.5,36,1.55,0.857,0.75,1.23,2
3,3,5.5,38,1.55,0.857,0.75,1.23,2
3,3,5.6,42,1.55,0.857,0.75,1.23,2
3,3,5.6,42,1.6,0.857,0.75,1.23,2
3,3,5.6,44,1.55,0.857,0.75,1.23,2
3,3,5.6,44,1.6,0.857,0.75,1.23,2
3,3.1,5.5,36,1.55,0.857,0.75,1.23,2
3,3.1,5.5,38,1.55,0.857,0.75,1.23,2
3,3.1,5.5,38,1.6,0.857,0.75,1.23,2
3,3.1,5.6,40,1.55,0.857,0.75,1.23,2
3,3.1,5.6,40,1.6,0.857,0.75,1.23,2
3,3.1,5.6,42,1.65,0.857,0.75,1.23,2
3,3.1,5.6,42,1.7,0.857,0.75,1.23,2
3,3.1,5.7,42,1.5,0.857,0.75,1.23,2
3,3.2,5.5,36,1.65,0.857,0.75,1.23,2
3,3.2,5.5,36,1.7,0.857,0.75,1.23,2
3,3.2,5.7,40,1.65,0.857,0.75,1.23,2
3,3.2,5.7,40,1.7,0.857,0.75,1.23,2
3,2.9,5.5,40,1.55,0.857,0.706,1.31,2
3,2.9,5.6,44,1.55,0.857,0.706,1.31,2
3,3,5.5,38,1.6,0.857,0.706,1.31,2
3,3,5.6,36,1.5,0.857,0.706,1.31,2
3,3,5.6,38,1.5,0.857,0.706,1.31,2
3,3,5.6,40,1.5,0.857,0.706,1.31,2
3,3.1,5.6,36,1.5,0.857,0.706,1.31,2
3,3.1,5.6,38,1.5,0.857,0.706,1.31,2
3,3.1,5.7,40,1.5,0.857,0.706,1.31,3
3,3.1,5.7,42,1.55,0.857,0.706,1.31,3
3,3.1,5.7,42,1.6,0.857,0.706,1.31,3
3,3.2,5.8,42,1.65,0.857,0.706,1.31,3
3,2.9,5.6,40,1.5,0.857,0.667,1.38,2
3,2.9,5.6,42,1.5,0.857,0.667,1.38,2
3,2.9,5.6,44,1.6,0.857,0.667,1.38,2
3,3.1,5.7,40,1.55,0.857,0.667,1.38,3
3,3.1,5.7,40,1.6,0.857,0.667,1.38,3
3,3.1,5.8,44,1.65,0.857,0.667,1.38,3
3,3.2,5.6,36,1.65,0.857,0.667,1.38,3
3,3.2,5.6,36,1.7,0.857,0.667,1.38,3
3,3.2,5.8,40,1.65,0.857,0.667,1.38,3
3,3.2,5.8,42,1.7,0.857,0.667,1.38,3
3,2.8,5.5,38,1.55,0.857,0.632,1.46,3
3,2.8,5.5,40,1.55,0.857,0.632,1.46,3
3,2.8,5.5,42,1.55,0.857,0.632,1.46,3
3,2.8,5.5,44,1.55,0.857,0.632,1.46,3
3,2.8,5.6,42,1.5,0.857,0.632,1.46,3
3,2.8,5.6,44,1.5,0.857,0.632,1.46,3
3,2.9,5.5,38,1.55,0.857,0.632,1.46,3
3,2.9,5.5,40,1.6,0.857,0.632,1.46,3
3,2.9,5.6,38,1.5,0.857,0.632,1.46,3
3,3.1,5.8,44,1.7,0.857,0.632,1.46,3
3,3.2,5.7,36,1.65,0.857,0.632,1.46,3
3,3.2,5.7,36,1.7,0.857,0.632,1.46,3
3,3.2,5.7,38,1.65,0.857,0.632,1.46,3
3,3.2,5.7,38,1.7,0.857,0.632,1.46,3
3,3.2,5.8,40,1.7,0.857,0.632,1.46,3
3,3.1,5.8,40,1.5,0.857,0.632,1.46,4
3,3.1,5.8,42,1.5,0.857,0.632,1.46,4
3,2.8,5.5,44,1.6,0.857,0.6,1.54,3
3,2.8,5.6,40,1.5,0.857,0.6,1.54,3
3,3.1,5.8,40,1.55,0.857,0.6,1.54,4
3,3.1,5.8,40,1.6,0.857,0.6,1.54,4
3,3.1,5.8,42,1.55,0.857,0.6,1.54,4
3,3.1,5.8,42,1.6,0.857,0.6,1.54,4
3,3.2,5.8,36,1.65,0.857,0.6,1.54,4
3,3.2,5.8,38,1.65,0.857,0.6,1.54,4
3,2.8,5.4,36,1.55,0.857,0.571,1.62,3
3,2.8,5.6,38,1.5,0.857,0.571,1.62,3
3,2.9,5.5,36,1.55,0.857,0.571,1.62,3
3,2.9,5.6,36,1.5,0.857,0.571,1.62,3
