Parameters,PDB_ID,Pocket,Pocket_Type,Ligand_Overlap,Pocket_Overlap,Center_Offset,Volume_Ratio,PDB_count,PocNum_Max
m2.6_M5.0_i30_D1.6,6UBU,1,Known,1,1,0.819,,13,2
m2.6_M5.0_i30_D1.6,7ELR,1,Known,1,0.921,1.17,,13,2
m2.6_M5.0_i30_D1.6,7ELR,2,Known,0.455,0.303,4.89,,13,2
m2.6_M5.0_i30_D1.6,8D2B,1,Known,0.543,1,4.78,,13,2
m2.6_M5.0_i30_D1.8,1Q8N,1,Known,1,0.736,1.02,,13,3
m2.6_M5.0_i30_D1.8,3NPQ,2,Known,0.5,1,4.58,,13,3
m2.6_M5.0_i30_D1.8,4RZD,1,Known,0.923,0.854,2.34,,13,3
m2.6_M5.0_i30_D1.8,5KX9,5,Known,0.593,0.724,4.53,,13,7
m2.6_M5.0_i30_D1.8,6FZ0,2,Known,0.593,0.944,3.75,,13,4
m2.6_M5.0_i30_D1.8,6LAS,2,Known,0.556,1,4.23,,13,3
m2.6_M5.0_i30_D1.8,6UBU,2,Known,1,0.78,1.62,,13,3
m2.6_M5.0_i30_D1.8,7ELR,1,Known,1,0.727,0.869,,13,2
m2.6_M5.0_i30_D1.8,8D2B,1,Known,0.543,0.982,4.73,,13,2
m2.6_M5.0_i30_D2.0,1Q8N,1,Known,1,0.709,0.965,,13,4
m2.6_M5.0_i30_D2.0,3E5C,2,Known,0.778,1,3.03,,13,2
m2.6_M5.0_i30_D2.0,3NPQ,2,Known,0.5,1,4.58,,13,3
m2.6_M5.0_i30_D2.0,4RZD,1,Known,1,0.857,2.28,,13,4
m2.6_M5.0_i30_D2.0,5KX9,6,Known,0.593,0.714,4.53,,13,6
m2.6_M5.0_i30_D2.0,6FZ0,3,Known,0.593,0.945,3.79,,13,3
m2.6_M5.0_i30_D2.0,6LAS,2,Known,0.556,0.961,4.2,,13,3
m2.6_M5.0_i30_D2.0,6UBU,1,Known,1,0.423,2.18,,13,2
m2.6_M5.0_i30_D2.0,7ELR,1,Known,1,0.711,0.825,,13,2
m2.6_M5.0_i30_D2.2,1Q8N,1,Known,1,0.471,1.37,,13,2
m2.6_M5.0_i30_D2.2,3E5C,2,Known,0.778,1,2.95,,13,2
m2.6_M5.0_i30_D2.2,3NPQ,2,Known,0.5,1,4.58,,13,4
m2.6_M5.0_i30_D2.2,4RZD,1,Known,1,0.824,2.33,,13,4
m2.6_M5.0_i30_D2.2,5KX9,6,Known,0.815,0.7,4.53,,13,6
m2.6_M5.0_i30_D2.2,6FZ0,3,Known,0.593,0.945,3.79,,13,3
m2.6_M5.0_i30_D2.2,6LAS,2,Known,0.556,0.961,4.2,,13,3
m2.6_M5.0_i30_D2.2,6UBU,1,Known,1,0.432,2.14,,13,3
m2.6_M5.0_i30_D2.2,7ELR,2,Known,1,0.686,0.815,,13,2
m2.6_M5.0_i30_D2.4,1Q8N,1,Known,1,0.451,1.23,,13,3
m2.6_M5.0_i30_D2.4,3E5C,2,Known,0.778,0.85,3,,13,2
m2.6_M5.0_i30_D2.4,3NPQ,3,Known,0.5,1,4.58,,13,5
m2.6_M5.0_i30_D2.4,4B5R,2,Known,0.407,0.606,6,,13,3
m2.6_M5.0_i30_D2.4,4RZD,2,Known,1,0.836,1.91,,13,4
m2.6_M5.0_i30_D2.4,5KX9,2,Known,0.926,0.369,2.94,,13,8
m2.6_M5.0_i30_D2.4,6FZ0,4,Known,0.704,0.946,3.74,,13,4
m2.6_M5.0_i30_D2.4,6LAS,2,Known,0.556,0.961,4.2,,13,3
m2.6_M5.0_i30_D2.4,6UBU,1,Known,1,0.429,2.18,,13,4
m2.6_M5.0_i30_D2.4,7ELR,1,Known,1,0.604,0.677,,13,2
m2.6_M5.0_i35_D1.6,1Q8N,1,Known,0.6,0.763,5.86,,13,2
m2.6_M5.0_i35_D1.6,1Q8N,2,Known,0.48,1,4.65,,13,2
m2.6_M5.0_i35_D1.6,3NPQ,2,Known,0.5,1,4.58,,13,2
m2.6_M5.0_i35_D1.6,4RZD,1,Known,0.923,0.854,2.34,,13,2
m2.6_M5.0_i35_D1.6,5KX9,3,Known,0.593,0.846,3.86,,13,3
m2.6_M5.0_i35_D1.6,6FZ0,2,Known,0.593,0.971,3.79,,13,2
m2.6_M5.0_i35_D1.6,6LAS,1,Known,0.556,1,4.23,,13,3
m2.6_M5.0_i35_D1.6,6UBU,1,Known,1,1,0.819,,13,2
m2.6_M5.0_i35_D1.6,7ELR,1,Known,1,0.921,1.17,,13,1
m2.6_M5.0_i35_D1.6,8D2B,1,Known,0.543,1,4.78,,13,1
m2.6_M5.0_i35_D1.8,1Q8N,1,Known,1,0.736,1.02,,13,2
m2.6_M5.0_i35_D1.8,3NPQ,2,Known,0.5,1,4.58,,13,2
m2.6_M5.0_i35_D1.8,4RZD,1,Known,0.923,0.854,2.34,,13,2
m2.6_M5.0_i35_D1.8,5KX9,4,Known,0.593,0.724,4.53,,13,5
m2.6_M5.0_i35_D1.8,6FZ0,2,Known,0.593,0.944,3.75,,13,4
m2.6_M5.0_i35_D1.8,6LAS,2,Known,0.556,1,4.23,,13,3
m2.6_M5.0_i35_D1.8,6UBU,2,Known,1,0.78,1.62,,13,3
m2.6_M5.0_i35_D1.8,7ELR,1,Known,1,0.727,0.869,,13,2
m2.6_M5.0_i35_D1.8,8D2B,1,Known,0.543,0.982,4.73,,13,1
m2.6_M5.0_i35_D2.0,1Q8N,1,Known,1,0.709,0.965,,13,2
m2.6_M5.0_i35_D2.0,3E5C,2,Known,0.778,1,3.03,,13,2
m2.6_M5.0_i35_D2.0,3NPQ,2,Known,0.5,1,4.58,,13,2
m2.6_M5.0_i35_D2.0,4RZD,1,Known,1,0.857,2.28,,13,3
m2.6_M5.0_i35_D2.0,5KX9,4,Known,0.593,0.714,4.53,,13,4
m2.6_M5.0_i35_D2.0,6FZ0,3,Known,0.593,0.945,3.79,,13,3
m2.6_M5.0_i35_D2.0,6LAS,2,Known,0.556,0.961,4.2,,13,3
m2.6_M5.0_i35_D2.0,6UBU,1,Known,1,0.423,2.18,,13,2
m2.6_M5.0_i35_D2.0,7ELR,1,Known,1,0.711,0.825,,13,2
m2.6_M5.0_i35_D2.2,1Q8N,1,Known,1,0.471,1.37,,13,1
m2.6_M5.0_i35_D2.2,3E5C,2,Known,0.778,1,2.95,,13,2
m2.6_M5.0_i35_D2.2,3NPQ,2,Known,0.5,1,4.58,,13,2
m2.6_M5.0_i35_D2.2,4RZD,1,Known,1,0.824,2.33,,13,3
m2.6_M5.0_i35_D2.2,5KX9,5,Known,0.815,0.7,4.53,,13,5
m2.6_M5.0_i35_D2.2,6FZ0,3,Known,0.593,0.945,3.79,,13,3
m2.6_M5.0_i35_D2.2,6LAS,2,Known,0.556,0.961,4.2,,13,3
m2.6_M5.0_i35_D2.2,6UBU,1,Known,1,0.432,2.14,,13,2
m2.6_M5.0_i35_D2.2,7ELR,2,Known,1,0.686,0.815,,13,2
m2.6_M5.0_i35_D2.4,1Q8N,1,Known,1,0.451,1.23,,13,2
m2.6_M5.0_i35_D2.4,3E5C,2,Known,0.778,0.85,3,,13,2
m2.6_M5.0_i35_D2.4,3NPQ,3,Known,0.5,1,4.58,,13,3
m2.6_M5.0_i35_D2.4,4RZD,2,Known,1,0.836,1.91,,13,4
m2.6_M5.0_i35_D2.4,5KX9,2,Known,0.926,0.369,2.94,,13,7
m2.6_M5.0_i35_D2.4,6FZ0,4,Known,0.704,0.946,3.74,,13,4
m2.6_M5.0_i35_D2.4,6LAS,2,Known,0.556,0.961,4.2,,13,3
m2.6_M5.0_i35_D2.4,6UBU,1,Known,1,0.429,2.18,,13,3
m2.6_M5.0_i35_D2.4,7ELR,1,Known,1,0.604,0.677,,13,2
m2.6_M5.0_i40_D1.6,1Q8N,1,Known,0.6,0.763,5.86,,13,2
m2.6_M5.0_i40_D1.6,1Q8N,2,Known,0.48,1,4.65,,13,2
m2.6_M5.0_i40_D1.6,3NPQ,2,Known,0.5,1,4.58,,13,2
m2.6_M5.0_i40_D1.6,4RZD,1,Known,0.923,0.854,2.34,,13,2
m2.6_M5.0_i40_D1.6,5KX9,3,Known,0.593,0.846,3.86,,13,3
m2.6_M5.0_i40_D1.6,6FZ0,2,Known,0.593,0.971,3.79,,13,2
m2.6_M5.0_i40_D1.6,6LAS,1,Known,0.556,1,4.23,,13,2
m2.6_M5.0_i40_D1.6,6UBU,1,Known,1,1,0.819,,13,1
m2.6_M5.0_i40_D1.6,7ELR,1,Known,1,0.921,1.17,,13,1
m2.6_M5.0_i40_D1.6,8D2B,1,Known,0.543,1,4.78,,13,1
m2.6_M5.0_i40_D1.8,1Q8N,1,Known,1,0.736,1.02,,13,2
m2.6_M5.0_i40_D1.8,3NPQ,2,Known,0.5,1,4.58,,13,2
m2.6_M5.0_i40_D1.8,4RZD,1,Known,0.923,0.854,2.34,,13,2
m2.6_M5.0_i40_D1.8,5KX9,4,Known,0.593,0.724,4.53,,13,5
m2.6_M5.0_i40_D1.8,6FZ0,2,Known,0.593,0.944,3.75,,13,2
m2.6_M5.0_i40_D1.8,6LAS,2,Known,0.556,1,4.23,,13,3
m2.6_M5.0_i40_D1.8,6UBU,2,Known,1,0.78,1.62,,13,2
m2.6_M5.0_i40_D1.8,7ELR,1,Known,1,0.727,0.869,,13,1
m2.6_M5.0_i40_D1.8,8D2B,1,Known,0.543,0.982,4.73,,13,1
m2.6_M5.0_i40_D2.0,1Q8N,1,Known,1,0.709,0.965,,13,2
m2.6_M5.0_i40_D2.0,3E5C,2,Known,0.778,1,3.03,,13,2
m2.6_M5.0_i40_D2.0,3NPQ,2,Known,0.5,1,4.58,,13,2
m2.6_M5.0_i40_D2.0,4RZD,1,Known,1,0.857,2.28,,13,2
m2.6_M5.0_i40_D2.0,5KX9,4,Known,0.593,0.714,4.53,,13,4
m2.6_M5.0_i40_D2.0,6FZ0,2,Known,0.593,0.945,3.79,,13,2
m2.6_M5.0_i40_D2.0,6LAS,2,Known,0.556,0.961,4.2,,13,3
m2.6_M5.0_i40_D2.0,6UBU,1,Known,1,0.423,2.18,,13,1
m2.6_M5.0_i40_D2.0,7ELR,1,Known,1,0.711,0.825,,13,2
m2.6_M5.0_i40_D2.2,1Q8N,1,Known,1,0.471,1.37,,13,1
m2.6_M5.0_i40_D2.2,3E5C,2,Known,0.778,1,2.95,,13,2
m2.6_M5.0_i40_D2.2,3NPQ,2,Known,0.5,1,4.58,,13,2
m2.6_M5.0_i40_D2.2,4RZD,1,Known,1,0.824,2.33,,13,2
m2.6_M5.0_i40_D2.2,5KX9,5,Known,0.815,0.7,4.53,,13,5
m2.6_M5.0_i40_D2.2,6FZ0,2,Known,0.593,0.945,3.79,,13,2
m2.6_M5.0_i40_D2.2,6LAS,2,Known,0.556,0.961,4.2,,13,3
m2.6_M5.0_i40_D2.2,6UBU,1,Known,1,0.432,2.14,,13,2
m2.6_M5.0_i40_D2.2,7ELR,2,Known,1,0.686,0.815,,13,2
m2.6_M5.0_i40_D2.4,1Q8N,1,Known,1,0.451,1.23,,13,1
m2.6_M5.0_i40_D2.4,3E5C,2,Known,0.778,0.85,3,,13,2
m2.6_M5.0_i40_D2.4,3NPQ,2,Known,0.5,1,4.58,,13,2
m2.6_M5.0_i40_D2.4,4RZD,2,Known,1,0.836,1.91,,13,4
m2.6_M5.0_i40_D2.4,5KX9,2,Known,0.926,0.369,2.94,,13,6
m2.6_M5.0_i40_D2.4,6FZ0,3,Known,0.704,0.946,3.74,,13,3
m2.6_M5.0_i40_D2.4,6LAS,2,Known,0.556,0.961,4.2,,13,3
m2.6_M5.0_i40_D2.4,6UBU,1,Known,1,0.429,2.18,,13,3
m2.6_M5.0_i40_D2.4,7ELR,1,Known,1,0.604,0.677,,13,2
m2.6_M5.2_i20_D1.6,1Q8N,1,Known,0.6,0.791,5.72,,13,8
m2.6_M5.2_i20_D1.6,1Q8N,2,Known,0.56,1,4.17,,13,8
m2.6_M5.2_i20_D1.6,1Q8N,8,Known,0.36,0.95,4.81,,13,8
m2.6_M5.2_i20_D1.6,3E5C,3,Known,0.667,1,3.92,,13,4
m2.6_M5.2_i20_D1.6,3E5C,4,Known,0.333,1,4.5,,13,4
m2.6_M5.2_i20_D1.6,3NPQ,2,Known,0.5,1,4.57,,13,4
m2.6_M5.2_i20_D1.6,4RZD,1,Known,1,0.883,1.91,,13,6
m2.6_M5.2_i20_D1.6,5KX9,3,Known,0.593,0.876,3.41,,13,13
m2.6_M5.2_i20_D1.6,6FZ0,1,Known,0.63,0.977,3.67,,13,5
m2.6_M5.2_i20_D1.6,6LAS,1,Known,0.593,1,4.11,,13,6
m2.6_M5.2_i20_D1.6,6UBU,1,Known,1,1,0.771,,13,4
m2.6_M5.2_i20_D1.6,7ELR,1,Known,1,0.902,1.2,,13,3
m2.6_M5.2_i20_D1.6,7ELR,2,Known,0.455,0.303,4.89,,13,3
m2.6_M5.2_i20_D1.6,8D2B,1,Known,0.652,1,4.36,,13,4
m2.6_M5.2_i20_D1.8,1F27,2,Known,0.688,1,1.25,,13,3
m2.6_M5.2_i20_D1.8,1Q8N,1,Known,1,0.739,0.961,,13,6
m2.6_M5.2_i20_D1.8,3E5C,2,Known,0.778,1,3.06,,13,3
m2.6_M5.2_i20_D1.8,3NPQ,2,Known,0.5,1,4.57,,13,4
m2.6_M5.2_i20_D1.8,4RZD,1,Known,1,0.885,1.89,,13,6
m2.6_M5.2_i20_D1.8,5KX9,3,Known,0.593,0.75,4.13,,13,15
m2.6_M5.2_i20_D1.8,6FZ0,1,Known,0.63,0.945,3.65,,13,6
m2.6_M5.2_i20_D1.8,6LAS,2,Known,0.593,1,4.1,,13,6
m2.6_M5.2_i20_D1.8,6UBU,1,Known,1,0.819,1.41,,13,5
m2.6_M5.2_i20_D1.8,7ELR,1,Known,1,0.744,0.712,,13,4
m2.6_M5.2_i20_D1.8,8D2B,1,Known,0.652,0.974,4.34,,13,5
m2.6_M5.2_i20_D2.0,1F27,2,Known,0.75,1,1.35,,13,3
m2.6_M5.2_i20_D2.0,1Q8N,1,Known,1,0.714,1.07,,13,7
m2.6_M5.2_i20_D2.0,3E5C,2,Known,0.778,1,3.06,,13,3
m2.6_M5.2_i20_D2.0,3NPQ,2,Known,0.5,1,4.57,,13,6
m2.6_M5.2_i20_D2.0,4RZD,1,Known,1,0.892,1.55,,13,8
m2.6_M5.2_i20_D2.0,5KX9,5,Known,0.815,0.76,3.74,,13,17
m2.6_M5.2_i20_D2.0,6FZ0,3,Known,0.63,0.946,3.68,,13,7
m2.6_M5.2_i20_D2.0,6LAS,2,Known,0.593,0.962,4.09,,13,7
m2.6_M5.2_i20_D2.0,6UBU,1,Known,1,0.478,2,,13,7
m2.6_M5.2_i20_D2.0,7ELR,1,Known,1,0.667,0.849,,13,4
m2.6_M5.2_i20_D2.2,1F27,2,Known,0.75,1,1.35,,13,3
m2.6_M5.2_i20_D2.2,1Q8N,1,Known,1,0.422,1.11,,13,3
m2.6_M5.2_i20_D2.2,3E5C,2,Known,0.778,1,2.99,,13,4
m2.6_M5.2_i20_D2.2,3NPQ,2,Known,0.5,0.983,4.64,,13,7
m2.6_M5.2_i20_D2.2,4B5R,3,Known,0.444,0.833,4.64,,13,6
m2.6_M5.2_i20_D2.2,4RZD,1,Known,1,0.866,1.63,,13,8
m2.6_M5.2_i20_D2.2,5KX9,3,Known,1,0.494,3.06,,13,15
m2.6_M5.2_i20_D2.2,6FZ0,4,Known,0.704,0.946,3.64,,13,7
m2.6_M5.2_i20_D2.2,6LAS,2,Known,0.593,0.962,4.09,,13,7
m2.6_M5.2_i20_D2.2,6UBU,1,Known,1,0.466,2.22,,13,9
m2.6_M5.2_i20_D2.2,7ELR,1,Known,1,0.623,1.22,,13,4
m2.6_M5.2_i20_D2.4,1F27,3,Known,0.75,1,1.35,,13,5
m2.6_M5.2_i20_D2.4,1Q8N,1,Known,1,0.387,0.974,,13,3
m2.6_M5.2_i20_D2.4,2GDI,1,Known,0.5,0.637,5.45,,13,15
m2.6_M5.2_i20_D2.4,3E5C,2,Known,0.778,0.873,3.07,,13,5
m2.6_M5.2_i20_D2.4,3NPQ,3,Known,0.5,0.983,4.64,,13,7
m2.6_M5.2_i20_D2.4,4B5R,2,Known,0.63,0.738,4.31,,13,8
m2.6_M5.2_i20_D2.4,4RZD,2,Known,1,0.866,1.63,,13,10
m2.6_M5.2_i20_D2.4,5KX9,2,Known,1,0.318,1.33,,13,16
m2.6_M5.2_i20_D2.4,6FZ0,4,Known,0.704,0.946,3.64,,13,6
m2.6_M5.2_i20_D2.4,6LAS,2,Known,0.593,0.962,4.09,,13,7
m2.6_M5.2_i20_D2.4,6UBU,1,Known,1,0.466,2.22,,13,11
m2.6_M5.2_i20_D2.4,7ELR,1,Known,1,0.56,0.874,,13,4
m2.6_M5.2_i25_D1.6,1Q8N,1,Known,0.6,0.791,5.72,,13,5
m2.6_M5.2_i25_D1.6,1Q8N,2,Known,0.56,1,4.17,,13,5
m2.6_M5.2_i25_D1.6,1Q8N,5,Known,0.36,0.95,4.81,,13,5
m2.6_M5.2_i25_D1.6,3E5C,3,Known,0.667,1,3.92,,13,3
